xuhao,type,content,answer,A,B,C,D,E,F
1013,单选题,84.培训机构可以根据实际需要设置____；,D,豪华包房,豪华包间,高档娱乐,以上均严禁设置,,
1014,单选题,85.根据《关于加强领导干部办理婚丧喜庆事宜管理的规定》（粤移人力通【2016】122号）中，婚丧喜庆事宜是指领导人员为本人及配偶、____、____等操办的，或者委托他人操办的婚丧嫁娶、建房乔迁、生日祝寿、升学留学、参军就业、工作变动、职务升迁、立功受奖等事宜。,C,子女，子女配偶,子女，其他亲属,子女及其配偶，其他直系亲属,子女及其配偶，其他亲属,,
1015,单选题,86.《关于进一步加强领导人员因私出国（境）管理的通知》（粤移人力通【2016】123号）规定中，所称领导人员范围是____,A,省管中层干部（含资深经理）；,省管中层干部（不含资深经理）；,省管中层干部和市管中层干部；,省管中层、市管中层、省公司项目主任/业务主任/室经理、一类地市室经理、资深经理；,,
1016,单选题,87.根据《关于进一步加强领导人员因私出国（境）管理的通知》（粤移人力通【2016】123号）规定，因私出国（境）原则上限于____等事项以及经组织许可的必须由本人出国（境）处理的其他事项.,D,探亲、劳务活动、旅游、访友；,应聘工作;访友；,探亲、自费留学、劳务活动；,探亲、访友、旅游。,,
1017,单选题,88.根据《关于进一步加强领导人员因私出国（境）管理的通知》（粤移人力通【2016】123号）规定，不得瞒报所持有的因私出国（境）证件，主动将所持有的因私出国（境）证件交由____集中保管。,B,省公司党群工作部；,省公司人力资源部；,省公司纪检监察部;,各地市公司人力资源部,,
1018,单选题,89.根据《关于进一步加强领导人员因私出国（境）管理的通知》（粤移人力通【2016】123号）规定，出国（境）归来后，应____工作日内将证件交还省公司有关部门保管。,B,15,1,2,5,,
1019,单选题,90.根据《关于进一步加强领导人员因私出国（境）管理的通知》（粤移人力通【2016】123号）规定，已批准的因私出国（境）的日期、行程等内容如有变化的，如何处理是正确的？____,C,按照已批准的日期行程继续出国（境）；,无需处理；,重新履行组织审核、审批手续；,无明确要求,,
1020,单选题,91.培训期间，学员需着装整齐，以下哪个选项属于正确的着装。____,B,吊带衣,休闲正装,超短裙,拖鞋,,
1021,单选题,92.培训期间，缺勤时间达到或超过培训课时____，当次培训视作无效，不给予培训积分。,A,1月3日,1月4日,1月5日,1月6日,,
1022,判断题,1.各单位可临时抽调话务员、营业员、客户经理等生产一线人员参加接待服务。,B,对,错,,,,
1023,判断题,2.因公出差期间，参加内部业务招待活动与领取当天伙食补助费可同时兼得。,B,对,错,,,,
1024,判断题,3.位于同一城区的公司内部单位之间，按照内部业务接待标准安排接待用餐。,B,对,错,,,,
1025,判断题,4.对外业务招待活动的陪同人数应按照业务对口要求掌握，原则上不超过接待对象人数。,A,对,错,,,,
1026,判断题,5.业务招待活动应优先在公司餐厅或协议酒店安排，用餐应当安排家常菜，不得提供鱼翅、燕窝等高档菜肴和用野生保护动物制作的菜肴。,A,对,错,,,,
1027,判断题,6.使用业务招待费时，可预存一定的费用后续签单消费。,B,对,错,,,,
1028,判断题,7.业务招待活动中赠送的纪念品，应以宣传公司形象、推广公司业务为主要内容，如流量体验卡、数据业务体验卡等公司业务体验卡或话费充值卡，话费充值卡可在业务招待费中列支。,B,对,错,,,,
1029,判断题,8.所有业务招待活动均应履行事前审批程序。审批单中应能体现招待事由、招待类型、招待人数、预算金额等，经相关领导审批同意后方可开展招待活动。,A,对,错,,,,
1030,判断题,9.对于无法及时提交接待审批单的临时紧急接待，应通过电话、短信、邮件等方式提前进行审批，事后须在10个工作日内及时补办接待审批手续。,B,对,错,,,,
1031,判断题,10.省公司领导开展的外事、商务招待活动及一般性公务招待活动，赠送纪念品标准每次人均不得超过500元。,B,对,错,,,,
1032,判断题,11.招待同一批次对象，原则上不超过三次。,B,对,错,,,,
1033,判断题,12.对同一招待事项，可以拆分报销；对不同招待事项集中报销，应清晰列示招待事项明细。,B,对,错,,,,
1034,判断题,13.财务部是发票管理的第一责任部门，各单位财务部门负责对业务招待费预算进行额度控制，并对报销原始凭证完整性、发票合法合规性、审批程序完备性、支出项目合规性进行审核。,B,对,错,,,,
1035,判断题,14.会议报到和离开时间，一般不得超过2天，按2天的会议费标准计入会议预算。,B,对,错,,,,
1036,判断题,15.可以根据需要安排会议在白云山风景区召开。,B,对,错,,,,
1037,判断题,16.会议原则上安排在公司自有场所或协议酒店，禁止以各种名义和方式变相旅游，不得以任何名义赠送纪念品或土特产。参会人员不得接受供应商或合作方、其他单位提供的赞助和礼品。,A,对,错,,,,
1038,判断题,17.可根据会议需要使用会议费购置电脑、复印机、打印机、传真机等固定资产。,B,对,错,,,,
1039,判断题,"18.会议费开支实行综合定额控制,各项已发生费用之间可以调剂使用。",A,对,错,,,,
1040,判断题,19.省公司的会议计划管理，由各部门在当年第四季度编制下一年度会议计划，包括会议名称、类别、时间、内容、地点、人员数量、预算等信息，由综合部汇总审核后，报呈公司领导审批，经批准的会议计划纳入年度计划内会议管理范围。,A,对,错,,,,
1041,判断题,20.会议费原则上采取银行转账方式由财务部直接结算，如特殊情况需要也可由员工以现金或转账方式先行垫付。,B,对,错,,,,
1042,判断题,21.主办部门在会议结束后，应安排至少两人核实费用支出项目并签名，凭有效发票、会议申请单、会议通知或呈批件、与会人员签到表等材料按财务部门报账程序办理报账手续。,A,对,错,,,,
1043,判断题,22.省公司会议应优先安排在南方基地、培训学院或其他自有办公地点召开。如公司内部资源条件不具备，则可选择在公司签约的协议酒店（含五星级）召开。,B,对,错,,,,
1044,判断题,23.会议文件必须妥善保管，会议内容涉及保密事项的，必须严格遵守公司保密制度；会议内部资料严禁对外扩散，严禁透露给无关人员。,A,对,错,,,,
1045,判断题,"24.各单位要严格控制会议规模。不得虚报会议人数、天数等，不得违规扩大会议费开支范围,不得擅自提高会议费开支标准。",A,对,错,,,,
1046,判断题,25.不得以任何方式转嫁或摊派会议费，不得由第三方承担会议费。,A,对,错,,,,
1047,判断题,26.会议费用包括住宿费、膳食费、会场及设备租金、会场布置费、会议资料费，不包括活动组织策划费及杂费等。,B,对,错,,,,
1048,判断题,27.参加外单位组织的会议仅需提供会议费发票作为报销凭据。,B,对,错,,,,
1049,判断题,28.广东公司差旅费管理办法（V3.0）涵盖国内（含港澳台地区）公务差旅活动的规定，因公出国有关办法另行规定。,B,对,错,,,,
